Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,french_text
244,"Dark, big hair, with the airplane earrings.",Rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209",La brune avec des avions aux oreilles.
245,"No, no, no, that’s Dina.",Monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420","C'est pas Gina, c'est Dina."
246,"You see you can’t tell which one is which either, dwha!!",Chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809","Vous non plus, vous ne les reconnaissez pas."
247,"I don’t know, you thought ‘See you Saturday’ was funny.",Rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059","Tu trouvais ""A samedi"" marrant."
248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397",Mark est dans la mode.Je peux partager ça avec lui.
249,You guys would never want to go to a lecture with me.,Rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483",La conférence ne vous dirait rien.
250,Pa-haa!! I would love to go with you.,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",J'adorerais venir !
251,Really!?,Rachel,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864",C'est vrai ?
252,"Yeah, hey I-I have clothes, I even pick them out.",Ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660",J'ai des vêtements...et je les choisis moi-même.
253,"I mean for, for all you know I could be a fashion..... monger.",Ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121","Autant que tu saches, je pourrais même en faire...commerce !"
254,"Okay. Honey, I would love for you to go with me.  What?",Rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256",Je serais ravie que tu viennes !Quoi ?
255,"What should I wear, now I’m all nervous.",Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969",Je vais mettre quoi ? Je suis nerveux !
256,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321","On a réussi !C'était incroyable, non ?"
257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075",Rien à redire ! C'était magnifique !
258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916","Ecoutez. . . Merci infiniment, Tribbiani.Mince, vous avez vu l'heure ?Je veux pas être en retard au bal."
259,"Oh well, okay, good luck.",Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462",Bien sûr. Bonne chance.
260,: Yeah.,Mr. Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462",Je suis là.
261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",Vous voulez pas revoir le fox-trot ou le tango ?
262,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Mr. Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350","Non, merci.Je me sens prêt à danser avec des filles."
263,Okay.,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742",Je suis en train de vous dire.
264,: Yeah.,Mr. Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402",Je suis là.
265,Go get ‘em Treeger.,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852","Montrez-leur, Treeger ! - Comptez-y."
266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",Vous venez ? Marge a une copine.
267,Really?,Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113",C'est vrai ?
268,": Yeah, you could dance real good with her, she’s the same size as me.",Mr. Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991","Vous danseriez bien, elle fait ma taille."
269,"No, I’m good.",Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867","Non, ça ira."
270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958",C'est crispant ! Comment tu supportes ça ?
271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128","Heureusement, on ne me rappelle pas souvent."
272,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715",C'est bon signe de devoir attendre ?
273,Who knows?,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508",Qui sait ?
274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976","Nous allons choisir entre Raymond, Ben, Kyle. . .et Joey. Les autres, merci beaucoup."
275,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403",Je le savais !Au revoir. . .Adieu !A bientôt !
276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824",Je jouerai peut-être le père de Ben.
277,Yeah!,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743",Je suis là.
278,"Actually, that can't happen.",The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243",C'est impossible.
279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665","Vous ressemblez davantage. . .à Raymond, et Kyle ressemble à Ben."
280,So it'll be either you two  or you two.,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585","Ce sera vous deux, ou vous deux."
281,"Man, this is gonna be kinda weird.",Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508",Ça va être un peu bizarre. - Tu l'as dit.
282,"Yeah, it is.",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508",Oui. Ca va être bizarre. .
283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142",On est bons copains. C'est pour ça que c'est bizarre.
286,Please!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201",Je vous en prie!
287,Are you kidding?,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673",Tu rigoles
288,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821","J'ai frappé trois colosses.J'ai fait saigner le nez d'un mec.Je n'en suis pas fier, mais. . .en fait, je le suis."
289,"And it’s all because of you, wonderful, amazing you.",Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917","Et c'est grâce à toi.Tu es merveilleuse, étonnante."
290,I think you’ve got concussion.,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839",Tu as le cerveau atteint.
291,"No, no, I’m serious. Thank you.",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592","Non, je suis sérieux. Merci."
292,You’re welcome.  I’m sorry. Did I hurt you?,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142",Y a pas de quoi.Excuse-moi ! Je t'ai fait mal ?
293,"It’s worth the pain.  Y’know what, you know what? It’s not.",Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021","Ça vaut le coup.En fait, pas vraiment."
294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426","Ce truc avec Mike était intéressant, je ne sais pas ce qu'il va se passer avec Phoebe et David."
295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426",C'est bizarre de l'appeler Mike.Phoebe et David sont mal barrês.
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188","Je sens que c'est une sorte de jeu de mots, parce que tu es rose avec une joie à peine contrôlée."
297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668",David va proposer le mariage.
298,What?  Why?,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470",Quoi ?Pourquoi ?
300,"Chandler, we have talked about this.",Monica,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952","Chandler, on a dêjà parlê de ça !"
301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871",Tu ne dois pas donner de conseils.
302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,negative,29,8,9,23,"00:09:01,541","00:09:04,209",Fallait dire un truc nul. - Je l'ai fait !
303,I,Chandler,neutral,neutral,29,9,9,23,"00:09:04,377","00:09:06,503",Je suis
304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,negative,29,10,9,23,"00:09:09,924","00:09:16,555",Leur histoire est rêcente.Phoebe est encore obsêdêe par Mike !
305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,negative,29,11,9,23,"00:09:16,722","00:09:26,356","Elle va dire non, David va avoir le coeur brisê,ils ne pourront pas surmonter ça"
306,"Man, that's some",Chandler,surprise,positive,29,12,9,23,"00:09:24,146","00:09:26,356",et Phoebe se retrouvera seule.C'êtait un mauvais conseil.
307,"Oh, that's not what you want...",Ross,neutral,neutral,29,13,9,23,"00:30:29,953","00:30:38,126","Je veux pas semer la panique,"
308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262","Voilà mon père, Paul Stevens. C'est Ross Geller."
309,It-it’s great to meet you Paul.,Ross,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847","Enchanté, Paul."
310,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,Paul,neutral,neutral,30,2,6,21,"00:04:26,015","00:04:29,476",Je préfère que ses petits amis m'appellent M. Stevens.
311,"Of course, of course, Mr. Stevens.",Ross,neutral,neutral,30,3,6,21,"00:04:30,812","00:04:33,021","Bien sûr, M. Stevens."
312,"So Ross, what your problem?",Paul,anger,negative,30,4,6,21,"00:04:33,189","00:04:37,901","Alors, Ross...vous avez un problème ?"
313,Eh-wh—Excuse me?,Ross,surprise,positive,30,5,6,21,"00:04:39,862","00:04:41,113",Pardon ?
314,Why can’t you get a girlfriend your own age?,Paul,anger,negative,30,6,6,21,"00:04:41,281","00:04:43,282",On trouve pas de copine de son âge ?
315,That’s funny. Umm….  It’s not funny.,Ross,fear,negative,30,7,6,21,"00:04:43,992","00:04:52,374",C'est drôle...
316,I,Paul,neutral,neutral,30,8,6,21,"00:04:49,706","00:04:52,374",Je suis
317,Okay.,Ross,neutral,neutral,30,9,6,21,"0:04:52,542","0:04:52,844",Je suis en train de vous dire.
318,"I can, I can see that.",Ross,neutral,neutral,30,10,6,21,"0:04:52,844","0:04:55,338","Je peux, je peux voir ça."
319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,negative,30,11,6,21,"00:04:55,461","00:05:00,799","Mais je pense que si tu me donnes une chance, je peux te changer d'avis."
320,Okay.,Paul,neutral,neutral,30,12,6,21,"0:05:00,967","0:05:01,779",Je suis en train de vous dire.
321,What?,Ross,neutral,neutral,30,13,6,21,"0:05:01,779","0:05:03,485",- Je ne sais pas.
322,Okay. I’ll give you one chance to change my mind.  You got one minute.,Paul,anger,negative,30,14,6,21,"00:05:03,594","00:05:09,057",Je vous donnerai une chance de changer d'avis.
323,Daddy!,Elizabeth,surprise,negative,30,15,6,21,"00:05:10,101","00:05:11,977",Je suis désolé.
324,"Oh well, it’s not on TV yet.",Joey,neutral,neutral,31,0,6,22,"00:04:32,563","00:04:35,774",Montrez-moi. - Ça passe pas encore à la télé.
325,"Well, then it’s not on the wall yet.",The Dry Cleaner,neutral,neutral,31,1,6,22,"00:04:35,942","00:04:38,110","Alors, sur le mur non plus."
326,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,neutral,31,2,6,22,"00:04:39,779","00:04:43,865",Je vous apporterai une cassette.
327,"So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",Phoebe,neutral,neutral,31,3,6,22,"00:04:44,534","00:04:50,372",Vous avez un vêtement appartenant à Matt Lauer ?Pas encore lavé...
328,Will you marry me?,Chandler,fear,negative,33,0,6,24,"00:03:44,724","00:03:49,102",Veux-tu m'épouser ?
329,It’s the big night! We wanted to wish you good luck!,Joey,joy,positive,33,1,6,24,"00:04:01,741","00:04:03,951",C'est le grand soir. Bonne chance.
330,"Yeah, yeah you have the ring?",Ross,neutral,neutral,33,2,6,24,"00:04:04,118","00:04:06,286",Tu as la bague ?
331,"Yeah, right here in my pocket.  Pheebs?",Chandler,neutral,neutral,33,3,6,24,"00:04:04,118","00:04:13,085",Dans ma poche.
332,Oh! Oop!,Phoebe,surprise,positive,33,4,6,24,"00:04:11,459","00:04:13,085",Je suis en train de vous dire:
333,"Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know.",Chandler,neutral,neutral,33,5,6,24,"00:04:15,713","00:04:19,508",Partez. Je veux que ce soit une surprise.
334,Yeah-yeah you guys. Get out of here!,Ross,neutral,neutral,33,6,6,24,"00:04:19,676","00:04:22,302","C'est vrai. Allez, partez !"
335,Hi guys.,Monica,neutral,neutral,33,7,6,24,"00:04:23,805","00:04:26,306",Bonjour les gars.
336,You are beautiful.,Chandler,joy,positive,33,8,6,24,"00:04:28,142","00:04:32,020",Tu es belle.
337,"Oh, thank you!   What’s going on?",Monica,joy,positive,33,9,6,24,"00:04:37,402","00:04:44,616",Merci.Que se passe-t-il ?
338,We’re just really…very excited about this charity event that we have to go to.,Rachel,neutral,neutral,33,10,6,24,"00:04:39,570","00:04:44,616",On est vraiment. . .très émues d'aller à ce gala de charité.
339,"Okay umm, Ross?",Rachel,neutral,neutral,34,0,5,23,"00:14:24,321","00:14:25,500","Ça va, Ross?"
340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Rachel,neutral,neutral,34,1,5,23,"00:14:24,321","00:14:28,992",J'ai un peu chaud. Je vais enlever mon gilet.
341,"Now, I'm just letting you know that this is",Rachel,neutral,neutral,34,2,5,23,"00:14:29,201","00:14:32,500",Va pas prendre ça pour une invitation. . .à ''l'acte d'amour physique'' .
342,Yep! That's hilarious!,Ross,joy,positive,34,3,5,23,"00:14:37,918","00:14:40,086",C'est à hurler de rire.
343,I'm sorry. I'm done. I'm done.,Rachel,neutral,neutral,34,4,5,23,"00:14:40,921","00:14:42,922","Pardon, j'arrête. J'arrête."
344,"Y'know, last night was embarrassing for you too.",Ross,neutral,neutral,34,5,5,23,"00:14:43,132","00:14:46,259",L'incident d'hier était gênant pour toi aussi.
345,"No, not really. I mean you've seen me naked hundreds of times.",Rachel,neutral,neutral,34,6,5,23,"00:14:46,468","00:14:48,386",Pas vraiment. Tu m'as vue nue des centaines de fois.
346,Uh-huh. But it was a first for the rest of my building.,Ross,neutral,neutral,34,7,5,23,"00:14:48,386","00:14:49,386",C'était une première pour mon immeuble.
347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",Rachel,neutral,neutral,34,8,5,23,"00:14:48,596","00:14:51,389","C'est vrai, mais je ne me laisse pas embarrasser si facilement."
348,What?! You totally get embarrassed!,Ross,surprise,positive,34,9,5,23,"00:14:51,599","00:14:53,725",Toi ? Un rien t'embarrasse !
349,"No, I don't! Ross, I think I'm just a more secure person than you are.",Rachel,neutral,neutral,34,10,5,23,"00:14:53,934","00:14:58,521",Pas du tout ! Mais j'ai plus confiance en moi que toi.
350,Is that so?,Ross,neutral,neutral,34,11,5,23,"0:14:58,731","0:14:59,732",C'est vrai?
351,Yeah.,Rachel,neutral,neutral,34,12,5,23,"0:14:59,732","0:15:00,469",Tiens donc !
352,Hey lady! I don't care how much you want it! Okay?! I am,Ross,disgust,negative,34,13,5,23,"00:15:02,234","00:15:06,029","Arrêtez, madame !Vous aurez beau m'implorer. . ."
353,I can’t believe it!,Phoebe,surprise,positive,35,0,7,9,"0:21:24,783","0:21:26,494",J'en reviens pas
354,I did it!,Phoebe,joy,positive,35,1,7,9,"0:21:26,494","0:21:27,676",Je l'ai fait!
355,I rode a bike!,Phoebe,joy,positive,35,2,7,9,"0:21:27,676","0:21:28,010",je fais du véIo!
356,I never thought I’d be able to do that!,Phoebe,joy,positive,35,3,7,9,"0:21:28,120","0:21:30,342",Je ne croyais pas y arriver
357,Thank you Ross.,Phoebe,joy,positive,35,4,7,9,"0:21:30,342","0:21:31,300",Merci
358,"Oh hey, don’t thank me, thank yourself. You’re the one who faced her fears and ultimately overcame them.",Ross,joy,positive,35,5,7,9,"00:21:31,456","00:21:37,837","Non, remercie-toi toi-même.Tu t'es confrontée à tes peurs et tu les as surmontées."
362,"Hey, both you guys should be up there with me.",Ross,neutral,neutral,36,0,4,22,"00:21:05,681","00:21:08,724",Vous devez être avec moi tous les deux
363,"I mean, you two are-are my… I mean, I’m lucky to have just one good",Ross,neutral,neutral,36,1,4,22,"00:21:08,892","00:21:15,356",Mes meilleursJ'avais déjà de la chance d'avoir un bon. . .
364,Thanks man.,Chandler,neutral,neutral,36,2,4,22,"00:21:17,192","00:21:19,068","Merci, mon pote."
365,I gotta go check something over here.,Joey,neutral,neutral,36,3,4,22,"00:21:20,821","00:21:23,281",Je vais vérifier un truc.
366,What a baby.,Chandler,sadness,negative,36,4,4,22,"0:21:28,287","0:21:28,999",Quel bébé !
367,Total wuss!,Ross,sadness,negative,36,5,4,22,"0:21:28,999","0:21:30,933",Une vraie mauviette.
391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",Monica,neutral,neutral,37,0,7,19,"00:15:41,857","00:15:46,694",On a beaucoup de possibilités. Plein de prototypes à essayer.
392,Wow! This looks great!,Joey,joy,positive,37,1,7,19,"00:15:47,529","00:15:48,905",Ils sont super!
393,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",Monica,joy,positive,37,2,7,19,"00:15:49,073","00:15:53,910","Ca, c'est un champignon. Une saucisse..."
394,And-and-and-and-and the toothpicks?,Joey,disgust,negative,37,3,7,19,"00:15:54,078","00:15:56,871",Et les cure-dents? - En attendant que la colle sèche.
