Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,greek_text
212,"That was so awkward, we were really nervous.",Joey,neutral,neutral,20,9,7,7,"00:11:08,834","00:11:11,378",Το περίεργο ήταν πως ήμασταν κι οι δυο νευρικοί.
213,Didn’t you sleep together?,Phoebe,neutral,neutral,20,10,7,7,"0:11:11,629","0:11:12,811",Δεν κοιμηθήκατε μαζί;
214,"Yeah, that really calms me down.",Joey,neutral,neutral,20,11,7,7,"0:11:12,811","0:11:14,723","Ναι, αυτό κάπως με ηρέμησε."
215,And!,Joey,joy,positive,20,12,7,7,"0:11:16,801","0:11:18,595",Και...
216,We have so much in common!,Joey,joy,positive,20,13,7,7,"0:11:18,595","0:11:18,734",Έχουμε τόσα κοινά!
217,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",Joey,joy,positive,20,14,7,7,"00:11:18,928","00:11:31,356","Εχουμε πολλά κοινά. Της αρέσουν τα σάντουιτς......τα σπορ. Αν και υποστηρίζει τους Μετς.Οχι ότι είναι σοβαρό τώρα, αλλά αν κάνουμε παιδιά;"
218,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.",Rachel,surprise,positive,20,15,7,7,"00:11:27,228","00:11:37,862","Μιλάει ήδη για παιδιά!Τζόι, καλέ μου!Σε παρακαλώ, μην παντρευτείς πριν από μένα."
219,Okay.,Joey,neutral,neutral,20,16,7,7,"00:11:41,742","00:11:43,493","- Εντάξει, εντάξει."
220,How does she do that?,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485",Μα πώς το κάνει αυτό;
221,I cannot sleep in a public place.,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822",Δεν μπορώ να κοιμηθώ σε δημόσιο χώρο.
222,Would you look at her? She is so peaceful.,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994",Κοίταξέ την!Δείχνει τόσο ήρεμη!
223,Oh! What what what! ...Hi.,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622","Τι, τι, τι, τι, τι, τι, τι, τι, τι, τι, τι, τι, τι, τι,"
224,"It's okay, y'know, you just nodded off again.",Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958",Δεν είναι τίποτα. Σε πήρε πάλι ο ύπνος.
225,What's going on with you?,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127",Τι σου συμβαίνει;
226,I got no sleep last night!,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587",Δεν κοιμήθηκα χθες βράδυ.
227,Why?,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991",- Γιατί; - Γιατί;
228,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177",Η γιαγιά μου έχει νέο φίλο......κι είναι λίγο ανασφαλείς στο κρεβάτι...
229,"Oh, and deaf.",Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887",...και κουφοί!
230,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726",Πρέπει συνέχεια να δηλώνουν ότι περνάνε καλά.
231,You have no idea how loud they are!,Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937",Αλλά μιλάνε πολύ δυνατά.
232,"Well, if you want, you can stay with Rachel and me tonight.",Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900","Αν θέλεις, μείνε στο σπίτι μου απόψε."
233,Thanks.,Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175",- Ευχαριστώ. - Ναι.
234,Ew! What is that? Something exploded!,Joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667",Τι είναι αυτό;Κάτι εξερράγη!
235,"It's just her water breaking. Calm down, will you?",Nurse,neutral,neutral,22,1,1,23,"00:09:03,834","00:09:06,169","'Εσπασαν τα νερά. Ηρέμησε, εντάξει;"
236,"Water breaking, what do you mean? What's that, water breaking?",Joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714",Τι εννοείς; Τι είναι τα νερά που έσπασαν;
237,"Breathe, breathe, breathe.",Nurse,neutral,neutral,22,3,1,23,"00:09:09,882","00:09:13,510","Αναπνοή, αναπνοή!"
238,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.",Monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909",Τρελάθηκες;Θα σε σκοτώσει ο Τζ όι!
239,Okay! You don’t think I thought of that?,Chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909",Λες να μην το σκέφτηκα;
240,How can you not know which one?,Phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422",-Πώς δεν ξέρεις ποιά απ'όλες; -Είναι απίστευτο.
241,I mean that’s unbelievable.,Rachel,joy,positive,23,3,3,11,"0:10:22,422","0:10:23,751","Εννοώ, είναι απίστευτο."
242,"I mean, was it Gina?",Monica,neutral,neutral,23,4,3,11,"0:10:23,873","0:10:24,873",-'Ηταν η Τζίνα; -Ποιά είναι η Τζίνα;
243,Which one is Gina?,Ross,neutral,neutral,23,5,3,11,"0:10:24,873","0:10:25,937",Ποια είναι η Τζίνα;
244,"Dark, big hair, with the airplane earrings.",Rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209",Μελαχρινή με μακριά μαλλιά και τα σκουλαρίκια.
245,"No, no, no, that’s Dina.",Monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420","Δεν είναι αυτή η Τζίνα, είναι η Ντίνα."
246,"You see you can’t tell which one is which either, dwha!!",Chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809",Βλέπετε; Ούτε εσείς τις ξεχωρίζετε!
247,"I don’t know, you thought ‘See you Saturday’ was funny.",Rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059",Εσύ βρήκες αστείο το ''Θα σε δω το Σάββατο''.
248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397",Ο Μαρκ δουλεύει στη μόδα.'Εχουμε πολλά κοινά.
249,You guys would never want to go to a lecture with me.,Rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483",Οι άλλοι δε θέλουν να πάνε σε διάλεξη μαζί μου.
250,Pa-haa!! I would love to go with you.,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",Πολύ θα'θελα να'ρθω μαζί σου.
251,Really!?,Rachel,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864",Αλήθεια;
252,"Yeah, hey I-I have clothes, I even pick them out.",Ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660",Κι εγώ έχω ρούχα.Και τα διαλέγω μόνος μου.
253,"I mean for, for all you know I could be a fashion..... monger.",Ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121","Χωρίς να το ξέρεις, μπορεί να είμαι μοδο......ποιός."
254,"Okay. Honey, I would love for you to go with me.  What?",Rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256",Πολύ θέλω να έρθεις μαζί μου.
255,"What should I wear, now I’m all nervous.",Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969",Τι να φορέσω; Αγχώθηκα.
256,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321",Τα καταφέραμε!Ήταν απίστευτο!
257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075",ταν καταπληκτικό! Το τελειοποιήσαμε!
258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916","Ευχαριστώ πολύ, Τριμπιάνι.Ω, Θεέ μου! Κοίτα την ώρα.Πρέπει να προλάβω το λεωφορείο."
259,"Oh well, okay, good luck.",Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462",Καλή τύχη.
260,: Yeah.,Mr. Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462","Ναι, ναι."
261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",Εκτός αν θες να εξασκήσουμε το φοξ-τροτ. το ταγκό;
262,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Mr. Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350","Ευχαριστώ, αλλά όχι.Μάλλον είμαι έτοιμος να χορέψω με κορίτσια."
263,Okay.,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742","- Εντάξει, εντάξει."
264,: Yeah.,Mr. Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402","Ναι, ναι."
265,Go get ‘em Treeger.,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852","-Πάνω τους, Τρίγκερ. -Καλά."
266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",Θα έρθεις; Η Μαρτζ έχει φίλη.
267,Really?,Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113",Αλήθεια;
268,": Yeah, you could dance real good with her, she’s the same size as me.",Mr. Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991",Θα χορέψετε καλά. Είναι στο μέγεθος μου.
269,"No, I’m good.",Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867","<i>'</i>Οχι, είμαι εντάξει."
270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958","Ω, Θεέ! Είναι σπάσιμο νεύρων. Πώς το κάνεις αυτό;"
271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128","Ευτυχώς, σπάνια με καλούν πάλι..."
272,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715",Είναι καλό σημάδι που περιμένουμε;
273,Who knows?,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508",Ποιός ξέρει;
274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976","Το περιορίσαμε στους Ρέιμοντ, Μπεν, Κάιλ......και Τζόη. Οι υπόλοιποι, ευχαριστώ."
275,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403",Ναι! Το ήξερα!Αντίο.Τα λεμε.Αργότερα.
276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824",Θαυμάσια! Ίσως παίξω τον μπαμπά του Μπεν.
277,Yeah!,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743","- Ναι, ναι."
278,"Actually, that can't happen.",The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243",Δε γίνεται.
279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665",Έχετε διαφορετικά χαρακτηριστικά......είσαι με το Ρέιμοντ και ο Κέιλ με το Μπεν.
280,So it'll be either you two  or you two.,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585",Ώστε θα είστε εσείς οι δύο ή εσείς.
281,"Man, this is gonna be kinda weird.",Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508","-Είναι λίγο περίεργο. -Ναι, είναι."
282,"Yeah, it is.",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508",Ναι. Θα είναι περίεργο.
283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142",Όχι. Είμαστε καλοί φίλοι. Γι' αυτό είναι περίεργο.
286,Please!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201","Σε παρακαλώ, σε παρακαλώ!"
287,Are you kidding?,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673",- Πλάκα κάνεις; - Όχι.
288,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821",Αστειεύεσαι; Χτύπησα 3 θεόρατους άντρες.Μάτωσα τη μύτη κάποιου!Δεν είμαι περήφανος......αλλά είμαι!
289,"And it’s all because of you, wonderful, amazing you.",Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917",Και όλα χάρη σε σένα.-Είσαι εκπληκτική και θαυμάσια. -Μάλλον έπαθες διάσειση.
290,I think you’ve got concussion.,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839",Νομίζω ότι έχεις εγκεφαλική κλοπή.
291,"No, no, I’m serious. Thank you.",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592","<i>'</i>Οχι, σοβαρά. Ευχαριστώ."
292,You’re welcome.  I’m sorry. Did I hurt you?,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142",Παρακαλώ.Συγνώμη. Πόνεσες;
293,"It’s worth the pain.  Y’know what, you know what? It’s not.",Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021",Αξίζει τον πόνο.Ξέρεις κάτι; Δεν αξίζει.
294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426","Αυτό με τον Μάικ ήταν ενδιαφέρον, δεν ξέρω τι θα γίνει με την Φοίβη και τον Ντέιβιντ."
295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426",- Θέλεις μια ιδέα;
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188",Διαισθάνομαι πως είναι κάποιο παιχνίδι με λέξεις......γιατί έχεις γίνει ροζ από αγαλλίαση.
297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668",-Ο Ντέιβιντ θα κάνει πρόταση γάμου. -Τι; Γιατί;
298,What?  Why?,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470",- Γιατί;
300,"Chandler, we have talked about this.",Monica,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952","Τσάντλερ, το έχουμε συζητήσει."
301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871",Δεν πρέπει να δίνεις συμβουλές!
302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,negative,29,8,9,23,"00:09:01,541","00:09:04,209",Δεν μπορούσες να πεις ένα ανάρμοστο αστείο;
303,I,Chandler,neutral,neutral,29,9,9,23,"00:09:04,377","00:09:06,503","Είπα! 'Ενα με πέος!Για να ξέρω, τι το κακό βρίσκεις σ' αυτό που είπα;"
304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,negative,29,10,9,23,"00:09:09,924","00:09:16,555",Μόνο λίγες βδομάδες βγαίνουν μαζί.Η Φοίβη είναι εντελώς κολλημένη με τον Μάικ. Θα πει όχι...
305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,negative,29,11,9,23,"00:09:16,722","00:09:26,356","...ο Ντέιβιντ θα πληγωθεί, θα είναι δύσκολο να τα ξαναβρούν......και η Φοίβη θα καταλήξει πάλι μόνη."
306,"Man, that's some",Chandler,surprise,positive,29,12,9,23,"00:09:24,146","00:09:26,356","Φίλε, αυτό είναι κάτι"
307,"Oh, that's not what you want...",Ross,neutral,neutral,29,13,9,23,"00:30:29,953","00:30:38,126",Δεν είναι αυτό που θέλεις...
308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262","Από εδώ ο πατέρας μου, Πολ Στίβενς. Μπαμπά, ο Ρος Γκέλερ."
309,It-it’s great to meet you Paul.,Ross,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847","Χάρηκα για τη γνωριμία, Πολ."
