Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,spanish_text
220,How does she do that?,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485",Â¿CÃ³mo lo conseguirÃ¡?
221,I cannot sleep in a public place.,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822",Yo no puedo dormir en sitios pÃºblicos.
222,Would you look at her? She is so peaceful.,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994",Â¿FÃ­jate en ella?EstÃ¡ tan relajada.
223,Oh! What what what! ...Hi.,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622",Â¿QuÃ© pasa?
224,"It's okay, y'know, you just nodded off again.",Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958","Tranquila, has vuelto a quedarte dormida."
225,What's going on with you?,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127",Â¿QuÃ© te ocurre cariÃ±o?
226,I got no sleep last night!,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587",No he dormido esta noche!.
227,Why?,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991",¿Por qué? ¿Por qué?
228,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177",Mi abuela materna tiene un novio nuevo...y los dos se sienten muy inseguros en la cama.
229,"Oh, and deaf.",Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887",Y temen morir.
230,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726","AsÃ­ que tienen que asegurarse de que lo estÃ¡n pasando bien, constantemente."
231,You have no idea how loud they are!,Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937",No pueden imaginarse el escandalo que arman.
232,"Well, if you want, you can stay with Rachel and me tonight.",Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900",Si quieres puedes quedarte con Rachel y conmigo.
233,Thanks.,Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175",Gracias.
234,Ew! What is that? Something exploded!,Joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667",Ew! Que es eso? Algo exploto!
235,"It's just her water breaking. Calm down, will you?",Nurse,neutral,neutral,22,1,1,23,"00:09:03,834","00:09:06,169","Solo esta rompiendo su bolsa. Calmese, esta bien?"
236,"Water breaking, what do you mean? What's that, water breaking?",Joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714","Rompiendo su bolsa, a que se refiere? Que es eso, romper su bolsa?"
237,"Breathe, breathe, breathe.",Nurse,neutral,neutral,22,3,1,23,"00:09:09,882","00:09:13,510","Respira, respira, respira."
238,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.",Monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909",Â¿Te has vuelto loco?Joey te va a matar. Â¡Cuando se entere acabarÃ¡ contigo!
239,Okay! You don’t think I thought of that?,Chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909","Lo sÃ©, Â¿Crees que no he pensado en eso?"
240,How can you not know which one?,Phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422",Â¿CÃ³mo es posible que no recuerdes cuÃ¡l era?
241,I mean that’s unbelievable.,Rachel,joy,positive,23,3,3,11,"0:10:22,422","0:10:23,751",Eso es inconcebible.
242,"I mean, was it Gina?",Monica,neutral,neutral,23,4,3,11,"0:10:23,873","0:10:24,873","A ver, Â¿era Gina?"
243,Which one is Gina?,Ross,neutral,neutral,23,5,3,11,"0:10:24,873","0:10:25,937",Â¿CuÃ¡l es Gina?
244,"Dark, big hair, with the airplane earrings.",Rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209",La del pelo rizado con pendientes de aviÃ³n.
245,"No, no, no, that’s Dina.",Monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420","No, no, no, esa es Dina."
246,"You see you can’t tell which one is which either, dwha!!",Chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809","Lo ves, Â¡Ustedes tampoco pueden diferenciarlas! Â¡Lo ves!"
247,"I don’t know, you thought ‘See you Saturday’ was funny.",Rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059","No lo sÃ©, tÃº creÃ­as que 'Nos vemos el sÃ¡bado' era gracioso."
248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397","Cielo, Mark trabaja en moda, bueno? Me gusta tener un amigo con el que pueda"
249,You guys would never want to go to a lecture with me.,Rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483",compartir esas cosas. Vosotros jamÃ¡s me acompaÃ±arÃ­ais a una conferencia.
250,Pa-haa!! I would love to go with you.,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",Jaaa-haa!! Me encantarÃ­a acompaÃ±arte.
251,Really!?,Rachel,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864",En serio!?
252,"Yeah, hey I-I have clothes, I even pick them out.",Ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660","Oh, sÃ­, tengo un montÃ³n de ropa, incluso la elijo yo mismo. En fin, nunca se"
253,"I mean for, for all you know I could be a fashion..... monger.",Ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121",sabe pero soy un comprador..... potencial.
254,"Okay. Honey, I would love for you to go with me.  What?",Rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256","Esta bien. CariÃ±o, me encantarÃ­a que me acompaÃ±aras.QuÃ©?"
255,"What should I wear, now I’m all nervous.",Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969","QuÃ© voy a ponerme, me pongo nervioso."
256,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321",Lo hicimos! - Lo hicimos!
257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075","Salio increíble, no?! - Alucinante, fue perfecto! Fue precioso."
258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916","Muchas gracias Tribbiani.Dios mío, fíjate qué hora es, tengo que tomar el autobús para ir al baile."
259,"Oh well, okay, good luck.",Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462",Buena suerte.
260,: Yeah.,Mr. Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462","Sí, es cierto."
261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",A no ser que quiera practicar el Foxtro t otra vez? O el tango?
262,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Mr. Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350","Ahh, gracias pero no es necesario. Creo que ya estoy preparado para bailar con chicas."
263,Okay.,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742",Esta bien.
264,: Yeah.,Mr. Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402",Si.
265,Go get ‘em Treeger.,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852",Ve por ellas Treeger.
266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",Quieres venir? Marge tiene una amiga.
267,Really?,Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113",En serio? - Si.
268,": Yeah, you could dance real good with her, she’s the same size as me.",Mr. Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991","Harias muy buena pareja, es del mismo tamaño que yo."
269,"No, I’m good.",Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867","No, estoy bien."
270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958","Oh Dios, los nervios me estan destruyendo. Como lo haces tu?."
271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128","Oh, lamentablemente nunca me llaman de nuevo."
272,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715","Eso es bueno, significa que se preguntaron despues de la audicion?."
273,Who knows?,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508","Quien sabe.Ok, los seleccionados son Raymond, Ben, Kyle, and Joey."
274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976",El resto de ustedes muchas gracias.
275,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403",Sí!. Lo sabia!.Adios hasta luego!.Nos vemos!.
276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824",Esto es genial!. Voy a poder tener el papel del padre de Ben.
277,Yeah!,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743",Sí.
278,"Actually, that can't happen.",The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243","En realidad, eso no puede pasar."
279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665","Sí, porque todos tienen una apariencia tan diferente, te vamos a poner con Raymond y Kyle con Ben."
280,So it'll be either you two  or you two.,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585",Así que serán ustedes dos o ustedes dos.
281,"Man, this is gonna be kinda weird.",Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508",Esto va a ser un poco raro.
282,"Yeah, it is.",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508","Sí, es cierto."
283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142","No, vamos a ser como mejores amigos, por eso será raro."
286,Please!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201","¡Por favor, no lo hagas!"
287,Are you kidding?,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673",En verdad parece que lo disfrutaste?
288,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821","Por favor, estas bromeando? He lesionado a tres tipos enormes, y le he destrozado la nariz a otro."
289,"And it’s all because of you, wonderful, amazing you.",Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917","No es que esté orgulloso, pero un poco sí lo estoy."
290,I think you’ve got concussion.,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839",Creo que tienes una conmoción cerebral.
291,"No, no, I’m serious. Thank you.",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592",Y todo ha sido gracias a ti.....
292,You’re welcome.  I’m sorry. Did I hurt you?,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142","Lo siento, te dolio."
293,"It’s worth the pain.  Y’know what, you know what? It’s not.",Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021","Vale la pena el dolor.Sabes que, sabes que no vale la pena."
294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426",Lo de Mike estuvo interesante.No sé qué pasará con Phoebe y David.
295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426","¡Yo sí!¿Quieres una pista?Sí, quiero.Sí, quiero."
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188","Presiento que es un juego de palabras,porque estás colorado y no te aguantas la alegría."
297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668",David le pedirá matrimonio a Phoebe .
298,What?  Why?,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470",¿Qué?¿Por qué?
300,"Chandler, we have talked about this.",Monica,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952","Chandler, ya hablamos de esto."
301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871",¡No debes aconsejar a la gente!
302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,negative,29,8,9,23,"00:09:01,541","00:09:04,209",¿No pudiste hacer una broma inapropiada?
303,I,Chandler,neutral,neutral,29,9,9,23,"00:09:04,377","00:09:06,503",¿Por qué es tan malo lo que dije?
304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,negative,29,10,9,23,"00:09:09,924","00:09:16,555",Hace sólo unas semanas que salen juntos.Y Phoebe está loca por Mike.
305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,negative,29,11,9,23,"00:09:16,722","00:09:26,356","Ella dirá ""No"".A David se le romperá el corazón.Les costará demasiado recuperase de eso...¡y Phoebe terminará sola otra vez!"
306,"Man, that's some",Chandler,surprise,positive,29,12,9,23,"00:09:24,146","00:09:26,356",¡Qué mal consejo!
307,"Oh, that's not what you want...",Ross,neutral,neutral,29,13,9,23,"00:30:29,953","00:30:38,126","Oh, eso no es lo que quieres..."
308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262","Este es mi padre, Paul Stevens. Papá, este es Ross Geller."
309,It-it’s great to meet you Paul.,Ross,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847",En... encantado de conocerte Paul.
310,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,Paul,neutral,neutral,30,2,6,21,"00:04:26,015","00:04:29,476",Normalmente prefiero que los novios de Elizabeth me traten como Sr. Stevens.
311,"Of course, of course, Mr. Stevens.",Ross,neutral,neutral,30,3,6,21,"00:04:30,812","00:04:33,021","Por supuesto, claro, Sr. Stevens."
312,"So Ross, what your problem?",Paul,anger,negative,30,4,6,21,"00:04:33,189","00:04:37,901","Así que Ross, cúal es tu problema?"
313,Eh-wh—Excuse me?,Ross,surprise,positive,30,5,6,21,"00:04:39,862","00:04:41,113",Eh...  Perdone?.
314,Why can’t you get a girlfriend your own age?,Paul,anger,negative,30,6,6,21,"00:04:41,281","00:04:43,282",Por qué no puedes buscarte una novia de tu edad?.
315,That’s funny. Umm….  It’s not funny.,Ross,fear,negative,30,7,6,21,"00:04:43,992","00:04:52,374",Eso es gracioso.No es gracioso.
316,I,Paul,neutral,neutral,30,8,6,21,"00:04:49,706","00:04:52,374","No me gusta que salgas con mi hija, Ross."
317,Okay.,Ross,neutral,neutral,30,9,6,21,"0:04:52,542","0:04:52,844",- ¿Qué quieres?
318,"I can, I can see that.",Ross,neutral,neutral,30,10,6,21,"0:04:52,844","0:04:55,338","Puedo, puedo ver eso."
319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,negative,30,11,6,21,"00:04:55,461","00:05:00,799",Pero creo que si me da... una oportunidad podría hacerle cambiar de idea.
320,Okay.,Paul,neutral,neutral,30,12,6,21,"0:05:00,967","0:05:01,779",Bien.
321,What?,Ross,neutral,neutral,30,13,6,21,"0:05:01,779","0:05:03,485",Qué?.
322,Okay. I’ll give you one chance to change my mind.  You got one minute.,Paul,anger,negative,30,14,6,21,"00:05:03,594","00:05:09,057","Ok, Te daré una oportunidad de hacerme cambiar de idea.Tienes un minuto."
323,Daddy!,Elizabeth,surprise,negative,30,15,6,21,"00:05:10,101","00:05:11,977",Papá!.
324,"Oh well, it’s not on TV yet.",Joey,neutral,neutral,31,0,6,22,"00:04:32,563","00:04:35,774","Dime qué serie. - Oh bueno, aún no está en TV."
325,"Well, then it’s not on the wall yet.",The Dry Cleaner,neutral,neutral,31,1,6,22,"00:04:35,942","00:04:38,110","Bueno, entonces aún no está en la pared."
326,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,neutral,31,2,6,22,"00:04:39,779","00:04:43,865","Ok, ok, entonces le traere una cinta."
327,"So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",Phoebe,neutral,neutral,31,3,6,22,"00:04:44,534","00:04:50,372",tiene alguna prenda de Matt Lauer?. Quizá?. Y alguna que no la haya lavado aún?.
328,Will you marry me?,Chandler,fear,negative,33,0,6,24,"00:03:44,724","00:03:49,102","Hey, casate conmigo."
329,It’s the big night! We wanted to wish you good luck!,Joey,joy,positive,33,1,6,24,"00:04:01,741","00:04:03,951",Es la gran noche! Queriamos desearte buena suerte!.
330,"Yeah, yeah you have the ring?",Ross,neutral,neutral,33,2,6,24,"00:04:04,118","00:04:06,286","Si, si, tienes el anillo?."
331,"Yeah, right here in my pocket.  Pheebs?",Chandler,neutral,neutral,33,3,6,24,"00:04:04,118","00:04:13,085","Si, lo tengo aquí en el bolsillo.Pheebs?."
332,Oh! Oop!,Phoebe,surprise,positive,33,4,6,24,"00:04:11,459","00:04:13,085","¡Oh, qué bien!"
333,"Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know.",Chandler,neutral,neutral,33,5,6,24,"00:04:15,713","00:04:19,508","Bien, ahora... podrian irse de aquí? Quiero que esto sea una sorpresa y ella se va a enterar."
334,Yeah-yeah you guys. Get out of here!,Ross,neutral,neutral,33,6,6,24,"00:04:19,676","00:04:22,302","Sí, sí, Chicos fuera de aqui!."
335,Hi guys.,Monica,neutral,neutral,33,7,6,24,"00:04:23,805","00:04:26,306",Hola chicos.
336,You are beautiful.,Chandler,joy,positive,33,8,6,24,"00:04:28,142","00:04:32,020",Te ves hermosa.
337,"Oh, thank you!   What’s going on?",Monica,joy,positive,33,9,6,24,"00:04:37,402","00:04:44,616",Gracias.Que esta pasando?.
338,We’re just really…very excited about this charity event that we have to go to.,Rachel,neutral,neutral,33,10,6,24,"00:04:39,570","00:04:44,616",Es que estamos... muy emocionados por la cena benéfica de esta noche.
339,"Okay umm, Ross?",Rachel,neutral,neutral,34,0,5,23,"00:14:24,321","00:14:25,500",ok...Ross
340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Rachel,neutral,neutral,34,1,5,23,"00:14:24,321","00:14:28,992",tengo calor y me quitaré el suéter.
341,"Now, I'm just letting you know that this is",Rachel,neutral,neutral,34,2,5,23,"00:14:29,201","00:14:32,500",Te aviso para que sepas......que no es una invitación a el acto físico de hacer el amor.
342,Yep! That's hilarious!,Ross,joy,positive,34,3,5,23,"00:14:37,918","00:14:40,086","Sí, es hilarante."
343,I'm sorry. I'm done. I'm done.,Rachel,neutral,neutral,34,4,5,23,"00:14:40,921","00:14:42,922","Disculpa, ya no lo haré."
